artist,hrsplayed,ranking,hrsplayedround
Ramona Falls,0.00227,1,0
The Futureheads,0.002239722,1,0
Concrete Blonde,0.002239722,1,0
Keren Ann,0.002234722,1,0
Baden,0.0021925,1,0
Thomas Clerk,0.00218,1,0
Vollny,0.002173611,1,0
Brandon Can't Dance,0.002154167,1,0
Cattle Decapitation,0.002147778,1,0
Noel Gallagher's High Flying Birds,0.002136111,1,0
Allah-Las,0.002134722,1,0
Panther Modern,0.002128333,1,0
Plustwo,0.002115556,1,0
Niandra Lades,0.002115556,1,0
KO,0.002115278,1,0
Faraquet,0.002105278,1,0
Raekwon,0.002096111,1,0
The Dining Rooms,0.002089722,1,0
Astrel K,0.002083333,1,0
Future Islands,0.002073889,1,0
Space,0.0020575,1,0
Matana Roberts,0.002050833,1,0
Kembe X,0.002050833,1,0
Christtt,0.002050278,1,0
The Soundcarriers,0.002047222,1,0
Ministry,0.002025278,1,0
Chicks On Speed,0.002025278,1,0
Tes X,0.002005833,1,0
Saintseneca,0.001999167,1,0
Black Eyes,0.001986111,1,0
Anna Wise,0.001945,1,0
La Unión,0.001941389,1,0
Maryze,0.001921944,1,0
Jonas Brothers,0.0019,1,0
Vampire Weekend,0.001896111,1,0
Eleanor Friedberger,0.001883333,1,0
The Mountain Goats,0.001866667,1,0
Avalon,0.001860556,1,0
?????,0.001857222,1,0
Box Car Racer,0.00185,3,0
Sam Wilkes,0.001844444,1,0
Allbrook/Avery,0.001842778,1,0
Johnny Thunders,0.001838056,1,0
Slow Crush,0.001831667,1,0
Guts,0.001819444,1,0
De Ambassade,0.001818611,1,0
Seeb,0.001789444,1,0
awakebutstillinbed,0.001786389,1,0
LAUSSE THE CAT,0.001785556,1,0
Medhane,0.001783889,1,0
Collective Soul,0.001783611,1,0
Leonard Cohen,0.00178,1,0
Leonel García,0.001777778,1,0
BlakkSheepSnagg,0.001766944,1,0
All Time Low,0.001754167,1,0
Sapphire,0.001744444,1,0
NEZ,0.001741944,1,0
Gabriel Sayer,0.001736111,1,0
The Octopus Project,0.001736111,1,0
The Knocks,0.001728333,1,0
José González,0.001715556,1,0
Seferino,0.001696111,1,0
Bilderbuch,0.001693611,1,0
Imitating Aeroplanes,0.001683333,1,0
Alshawn Martin,0.001676944,1,0
Tape,0.001670278,1,0
Adam Ant,0.001663889,1,0
Q SHY,0.001651111,1,0
RiqNasty,0.001631667,1,0
CMTEN,0.001623611,1,0
Adrian Baker & Roy Morgan,0.001622222,1,0
Colin Stetson,0.001611667,1,0
YAMANTAKA // SONIC TITAN,0.001603333,1,0
Shots of Science Vs,0.001597222,1,0
Tragik,0.001588056,1,0
Don Toliver,0.001586111,1,0
Preservation Hall Jazz Band,0.001577778,1,0
Driftless Pony Club,0.0015775,3,0
Hala,0.001573611,1,0
Motion City Soundtrack,0.001568611,1,0
Bronski Beat,0.001567222,1,0
Five Star Hotel,0.001564167,1,0
Kenndog,0.001554444,1,0
yxngxirp,0.0015525,1,0
HTRK,0.001541389,1,0
Roc Cousteau,0.001515556,1,0
DMT Demons,0.001515,1,0
Hole,0.0015125,1,0
VideoGirl,0.001509167,1,0
Moonchild,0.001509167,1,0
Big Sean,0.001502222,1,0
Loraine James,0.001497222,1,0
ICO,0.001483333,1,0
Jimmy Eat World,0.001483056,1,0
Big Baby Scumbag,0.001481389,1,0
Guitar Fight from Fooly Cooly,0.001476944,1,0
Lil Xan,0.001463889,1,0
Kygo,0.001463889,1,0
Dirty Beaches,0.001463889,1,0
Alice et Moi,0.0014575,1,0
Half Man Half Biscuit,0.001451667,1,0
Purple Pilgrims,0.001444444,1,0
The Besnard Lakes,0.001438056,1,0
Azealia Banks,0.001430556,1,0
The C90s,0.001428056,1,0
The Sea and Cake,0.001425278,1,0
Zzztan,0.001425,1,0
Fat Jon,0.001422222,1,0
Witch House,0.001416667,1,0
Noah Fried Is Sneaky,0.001416111,1,0
Yoni & Geti,0.001404167,1,0
salyu × salyu,0.0014,1,0
Young Scooter,0.001399444,1,0
Clap Your Hands Say Yeah,0.001394444,1,0
Vertical Horizon,0.001386667,1,0
Amerie,0.001373611,1,0
Boise Cover Band,0.001373611,1,0
Rocket Juice & The Moon,0.001367222,1,0
Black Noi$e,0.001367222,1,0
D. Savage,0.001367222,1,0
Pillow Queens,0.001362778,1,0
Pouya,0.001354444,1,0
Näd Mika,0.001354444,1,0
Nate Smith,0.001341389,1,0
Khalid,0.001327222,1,0
Ludwig van Beethoven,0.001315556,3,0
Hammerhead,0.001309167,1,0
Eggstone,0.001302778,1,0
Heaven 17,0.001296389,1,0
Alan Hawkshaw,0.001296389,1,0
Simon Jeffes,0.001283333,1,0
Lantlôs,0.001283333,1,0
Daði Freyr,0.001271111,1,0
Second Still,0.001270556,1,0
SahBabii,0.001263889,1,0
???? ? ????????????,0.001251111,1,0
C.Kostra,0.001244167,1,0
BABYNYMPH,0.001225278,1,0
Ocho,0.001216667,1,0
Last Exit,0.0012125,1,0
Edwyn Collins,0.001202778,1,0
Madeline Kenney,0.001199444,1,0
Nídia,0.001199444,1,0
The Libertines,0.001196944,1,0
Zedd,0.001196944,1,0
Kenny Lynch,0.001194444,1,0
Rise Against,0.001193056,1,0
Finesse God Wopp,0.001191111,1,0
Jawbox,0.001190833,1,0
Tiny Little Houses,0.001186389,1,0
Cattle,0.001183056,1,0
Florist,0.001161111,1,0
Soft Kill,0.001155556,1,0
Phony Ppl,0.001141389,1,0
Black Honey,0.001138889,1,0
NFE Gee,0.001133333,1,0
The Used,0.001130278,1,0
Benny Smiles,0.001128611,1,0
Nay Nay The Rebel,0.001122222,1,0
Taking Back Sunday,0.001120278,1,0
a-ha,0.001115833,1,0
Blac Rabbit,0.001113889,1,0
Wido,0.001111111,1,0
Blazo,0.001105556,1,0
Brant Bjork,0.001101944,1,0
Phantogram,0.001096111,1,0
Our Lady Peace,0.001089722,1,0
Gardens & Villa,0.001083333,1,0
Lou From Paradise,0.001076944,1,0
Tomahawk,0.0010725,1,0
Los Angeles De Charly,0.001066667,1,0
The Dillinger Escape Plan,0.001064167,1,0
Actress,0.001051111,1,0
The Ex,0.001044444,1,0
GAS,0.001044167,1,0
Gia Margaret,0.001036944,1,0
Saul Williams,0.001036944,1,0
Red Ulalume,0.001031944,1,0
Flying Saucer Attack,0.001026111,1,0
George Sandler,0.001013333,1,0
Mark Lanegan,0.001001389,1,0
A Tribe Called Quest,0.000992778,3,0
Elvis Costello,0.000989444,1,0
Gunna,0.000988333,1,0
FM Attack,0.000986667,1,0
Black Thought,0.000986667,1,0
Modern English,0.000980278,1,0
Piero Umiliani,0.000977778,1,0
Sons Of Kemet,0.000974722,1,0
La Fete Triste,0.000973889,1,0
Rubyhorse,0.000967222,1,0
SAMURAI,0.000960833,1,0
Alan Hull,0.000960833,1,0
Anatoly Grigoryevich Novikov,0.000960833,1,0
Led Er Est,0.000954444,1,0
Uncle Acid & The Deadbeats,0.000936111,1,0
The Psychedelic Furs,0.000935,1,0
The Plot In You,0.000930556,1,0
The Life And Times,0.000928611,1,0
They/Live,0.000924444,1,0
Kings of Leon,0.000919444,1,0
Mochi Robinson,0.000905556,1,0
Red Hot Chili Peppers,0.000903611,3,0
Fukkk Offf,0.000902778,1,0
Calm,0.000900556,1,0
Illest.Chill,0.0009,1,0
Adult Mom,0.000897222,1,0
Ploho,0.000888889,1,0
Incubus,0.000876667,1,0
The Brotet,0.000872222,1,0
Everything Is Recorded,0.000870556,1,0
Mathew Lee Cothran,0.000861111,1,0
Cheap Girls,0.000861111,1,0
Japan,0.000857778,1,0
Vanilla,0.000855556,1,0
tobi lou,0.000855556,1,0
The Amazons,0.000853056,1,0
The Hecks,0.000847222,1,0
Moovy B,0.000844444,1,0
Julien Baker,0.000844444,1,0
Suzpact,0.000838333,1,0
Elvia,0.000831944,1,0
Dag Unenge,0.000825556,1,0
Yuno,0.000825556,1,0
The Base Tv,0.000825556,1,0
six impala,0.000820833,1,0
Ethyl Meatplow,0.000816667,1,0
Blue Smiley,0.000811667,1,0
Moscoman,0.000804722,1,0
Bad Liquor Pond,0.000799722,1,0
MIDICRONICA,0.000794444,1,0
DËKAY,0.000793889,1,0
Curtis Williams,0.000793056,1,0
Ikue Asazaki,0.000788889,1,0
ONEFOUR,0.000788056,1,0
Vashti Bunyan,0.000787778,1,0
Quinteto Ternura,0.000786667,1,0
Slayyyter,0.000786111,1,0
Blake Shelton,0.000780278,1,0
Vaervaf,0.000780278,1,0
[bsd.u],0.000776111,1,0
Kool Keith,0.000773889,1,0
DJ Badu,0.000772222,1,0
A Beacon School,0.000770278,1,0
Sea Moss,0.000770278,1,0
NudyVice,0.000764167,1,0
Motörhead,0.000760833,1,0
Totally Enormous Extinct Dinosaurs,0.000760278,1,0
Kavinsky,0.000759444,1,0
Joe Bataan,0.000755556,1,0
The London Suede,0.000754444,1,0
Do Make Say Think,0.000741667,1,0
J Mascis,0.000741667,1,0
Chain and The Gang,0.000741667,1,0
Nick Monaco,0.000735278,1,0
The Sugarcubes,0.000735278,1,0
Squirrel Flower,0.000734722,1,0
Bombay Bicycle Club,0.0007325,1,0
Conor Oberst,0.000728889,1,0
Oli XL,0.000725,1,0
Orion Sun,0.000722222,1,0
Active Child,0.000722222,1,0
Hot Natured,0.000722222,1,0
Traditional,0.000722222,1,0
Cherrelle,0.000719444,1,0
Still Waters,0.000716667,1,0
Miles Davis,0.000714444,1,0
Caribou,0.000709444,1,0
All We Are,0.000705,1,0
Jaden,0.000701389,1,0
Frank Black,0.000696389,1,0
Lil Freaky,0.000696389,1,0
Flavien Berger,0.000693333,1,0
Sleigh Bells,0.00069,1,0
Black Rebel Motorcycle Club,0.000687222,1,0
Mindchatter,0.000677222,1,0
Big L,0.000677222,1,0
G4 Boyz,0.000676944,1,0
Destroy Boys,0.000671111,1,0
DJ Assault,0.000669444,1,0
Terrace Martin,0.000664722,1,0
Love Battery,0.000664167,1,0
Zone 2,0.000664167,1,0
Broken Bells,0.000663611,1,0
PawzLey,0.000651667,1,0
Bud Powell,0.000651389,1,0
Spaceface,0.000647222,1,0
Impending Doom,0.000645833,1,0
Kaitlyn Aurelia Smith,0.000644722,1,0
DJ PICOLO,0.000644722,1,0
Jerry Cantrell,0.000640833,1,0
White Lies,0.000639722,1,0
Original God,0.000638333,1,0
Triathalon,0.000636111,1,0
The Black Belles,0.000631944,1,0
Wage War,0.000627778,1,0
R0GE.,0.000622222,1,0
Keijo,0.000622222,1,0
No Buses,0.000616111,1,0
Edvard Grieg,0.000606111,1,0
SixteenInMono,0.000601667,1,0
Havoxx,0.000600556,1,0
Alien Ant Farm,0.0006,1,0
Palace,0.000599722,1,0
Joel Nielsen,0.000598333,1,0
Corners,0.000598333,1,0
Bebe Rexha,0.000593333,1,0
Mavis Staples,0.000593333,1,0
Morgan Delt,0.000592222,1,0
Toxsikk,0.000586944,1,0
Finger Eleven,0.000586944,1,0
SL,0.000580556,1,0
TisaKorean,0.000580278,1,0
How To Destroy Angels,0.000572222,1,0
B Boys,0.0005675,1,0
The Dandy Warhols,0.000562778,1,0
Baby Bash,0.000562778,1,0
Tha Joker,0.000562778,1,0
French 79,0.000562778,1,0
Lil Mosey,0.000562778,1,0
Meishi Smile,0.000554444,1,0
SOB X RBE,0.000548056,1,0
Easy Socks,0.000535278,1,0
haruka nakamura,0.000533333,1,0
Gabriel Garzón-Montano,0.000522222,1,0
Doe Boy,0.000522222,1,0
Jack Ladder,0.000522222,1,0
Romare,0.000519444,1,0
DJ Okawari,0.000516667,1,0
Soul Jazz Collective,0.000516667,1,0
Alex Isley,0.000515833,1,0
The Cold Stares,0.000515833,1,0
Bitonal,0.000509444,1,0
Mini Dresses,0.000509444,1,0
Good Charlotte,0.000509444,1,0
Set Your Goals,0.000503056,1,0
Slayer,0.000498333,1,0
Birch,0.0004975,1,0
Hermit and the Recluse,0.0004975,1,0
ONI INC.,0.000496389,1,0
The Sonics,0.000491667,1,0
JAG,0.000491667,1,0
Clockcleaner,0.00049,1,0
The Vines,0.00049,1,0
SEGA SOUND TEAM,0.000488889,1,0
Stafford Brothers,0.00048,1,0
Scott James,0.000477222,1,0
KAYTRANADA,0.000477222,1,0
Amanaz,0.000470833,1,0
Fiona Apple,0.000470833,1,0
Minus the Bear,0.000469444,1,0
Creepoid,0.000468056,1,0
Belmar,0.000464167,1,0
The Blackwater Fever,0.000461111,1,0
Alice Coltrane,0.000457778,1,0
Agent Orange,0.000451389,1,0
Asphalt Jungle,0.000445,1,0
Bree Runway,0.000445,1,0
suburban,0.000445,1,0
The Deli,0.000444444,1,0
Darkstar,0.000444444,1,0
Big Wy,0.000438333,1,0
John Martyn,0.000438333,1,0
Smog,0.000438333,1,0
YG,0.000438333,1,0
Omar Apollo,0.000431944,1,0
The Go! Team,0.000430556,1,0
King Dude,0.000420556,1,0
People Under The Stairs,0.000412778,1,0
Slick Rick,0.000412778,1,0
9infidell,0.000412778,1,0
Yak,0.000411111,1,0
DJ Seinfeld,0.000406111,1,0
DYØN,0.000399722,1,0
Statik Selektah,0.000396944,1,0
The Magic Gang,0.000394444,1,0
Edwin Starr,0.000393333,1,0
Alexander Alexandrov,0.000393333,1,0
Vivian Girls,0.000388889,1,0
Hush Forte,0.000386944,1,0
New York Dolls,0.000386944,1,0
Fumez The Engineer,0.000386944,1,0
Key Glock,0.000385,1,0
Tei Shi,0.000380556,1,0
Y1640,0.000380278,1,0
Westside Gunn,0.000380278,1,0
King Von,0.000380278,1,0
joan,0.000373889,1,0
Matt Maeson,0.000373889,1,0
American Princes,0.000373056,1,0
Mick Jenkins,0.000372222,1,0
Rainbow Kitten Surprise,0.000369444,1,0
Glen Hansard,0.0003675,1,0
Gojira,0.000367222,1,0
Freddie Joachim,0.000366667,1,0
iLe,0.000361389,1,0
Ancient Pools,0.000361389,1,0
Pallas,0.000361111,1,0
Simian Mobile Disco,0.000361111,1,0
Fatboy Slim,0.000358333,1,0
Damon Albarn,0.000354722,1,0
Citi-B,0.000354722,1,0
MoneyManMarcus,0.000349444,1,0
Santigold,0.000348056,1,0
Southpacific,0.000341667,1,0
And So I Watch You from Afar,0.000338889,1,0
Spatial Relations,0.000338889,1,0
Johann Sebastian Bach,0.000337778,1,0
Jimi Hendrix,0.000336111,6,0
Dizzee Rascal,0.000335278,1,0
Sxtturn,0.000335278,1,0
Krampelli,0.000335278,1,0
Eddie Kendricks,0.000335278,1,0
Mustard,0.000325833,1,0
K$upreme,0.000325833,1,0
Kjartan Gaulfossen,0.000322222,1,0
Marilyn Manson,0.000322222,1,0
Flamin' Groovies,0.000322222,1,0
Ski Blxst,0.000322222,1,0
Uce Lee,0.000315833,1,0
Amanda Shires,0.000315833,1,0
Stargod,0.000308056,1,0
The Poppy Family,0.000308056,1,0
Czon,0.000308056,1,0
Splashh,0.000303056,1,0
CYNE,0.0003,1,0
Yunggoth?,0.000296111,1,0
Tony Malibuu,0.000290278,1,0
Fujiya & Miyagi,0.000284167,1,0
Marriages,0.000283611,1,0
Sponge,0.000283611,1,0
Lil Tracy,0.000277222,1,0
Anthony Johnson,0.000275,1,0
Death Cab for Cutie,0.000275,1,0
Theophilus London,0.000272222,1,0
DABRAXXX,0.000266667,1,0
Shing02,0.000266667,1,0
Quality Control,0.000266667,1,0
BETWEEN FRIENDS,0.000248889,1,0
ALLBLACK,0.000245,1,0
AJJ,0.000245,1,0
NEFFEX,0.000244444,1,0
Frankyeffe,0.000231944,1,0
Jukebox The Ghost,0.000227778,1,0
The Red Army Choir,0.000219167,1,0
J-ME,0.000207222,1,0
V.Detta,0.000201389,1,0
Quicksand,0.000199722,1,0
Popp Hunna,0.000199722,1,0
Durand Jones & The Indications,0.000193333,1,0
Mark Kozelek,0.000189444,1,0
Art Feynman,0.000186944,1,0
Mike Jones,0.000186944,1,0
YUNGBLUD,0.000186111,1,0
Nina Simone,0.000183611,1,0
Goldmund,0.000180556,1,0
Margaret Glaspy,0.000177778,1,0
The War On Drugs,0.000173889,1,0
mewithoutYou,0.000171667,1,0
150,0.000166667,1,0
Karen Meat,0.000161111,1,0
Metin Ben,0.000161111,1,0
Bernie Worrell,0.000161111,1,0
Upset,0.000154722,1,0
Neil Taylor,0.000148056,1,0
Sigur Rós,0.000135278,3,0
Tory Lanez,0.000109444,1,0
Christine and the Queens,0.000102778,1,0
Mystery Jets,0.000102778,1,0
Y2K,9.67E-05,1,0
Tycoon Showtime,8.89E-05,1,0
Maribou State,8.89E-05,1,0
Diana Gordon,8.36E-05,1,0
The Box Tops,8.36E-05,1,0
Aquilo,7.11E-05,1,0
Eric Clapton,5.78E-05,5,0
She Wants Revenge,5.14E-05,1,0
Dougie Poole,0.000045,1,0
Polo G,3.86E-05,1,0
Bugeyes,1.28E-05,1,0
